Source,Target,Type,Label,Weight,source type,edge label,target type
Elise,Kammerjungfer,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Herrin,Undirected,,1,Figur,verkörpert,Rolle
Julian,Schulmeister,Undirected,,1,Figur,verkörpert,Rolle
Julian,Geistlicher,Undirected,,1,Figur,verkörpert,Rolle
Julian,Abbé,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Erbin,Undirected,,1,Figur,verkörpert,Rolle
Frau Derville,Freundin,Undirected,,1,Figur,verkörpert,Rolle
Julian,Lieber,Undirected,,1,Figur,verkörpert,Rolle
Julian,Schlucker,Undirected,,1,Figur,verkörpert,Rolle
Julian,kein Lump,Undirected,,1,Figur,verkörpert,Rolle
Herr Valenod,Feind,Undirected,,1,Figur,verkörpert,Rolle
Frau von Rênal,Verehrteste,Undirected,,1,Figur,verkörpert,Rolle
Der Buchhändler,Liberaler,Undirected,,1,Figur,verkörpert,Rolle
Julian,Theologe,Undirected,,1,Figur,verkörpert,Rolle
Herr von Rênal,Gebieter,Undirected,,1,Figur,verkörpert,Rolle
Julian,Student,Undirected,,1,Figur,verkörpert,Rolle
Herr von Rênal,Hausherr,Undirected,,1,Figur,verkörpert,Rolle
Tante,Betschwester,Undirected,,1,Figur,verkörpert,Rolle
Chélan,Beichtvater,Undirected,,1,Figur,verkörpert,Rolle
Elise,Mädchen,Undirected,,1,Figur,verkörpert,Rolle
Elise,Fräulein,Undirected,,1,Figur,verkörpert,Rolle
Chélan,Seelsorger,Undirected,,1,Figur,verkörpert,Rolle
Julian,Narr,Undirected,,1,Figur,verkörpert,Rolle
Julian,Bauersmann,Undirected,,1,Figur,verkörpert,Rolle
Julian,Meister,Undirected,,1,Figur,verkörpert,Rolle
Elise,Jungfer,Undirected,,1,Figur,verkörpert,Rolle
Sägemüller,Handwerker,Undirected,,1,Figur,verkörpert,Rolle
Elise,Nebenbuhlerin,Undirected,,1,Figur,verkörpert,Rolle
